sale_condition,groupA,groupB,groupC,title,price,date
Auction,calculator,Cameras,Kodak PIXPRO,kodak pixpro az421,62.0,2020-08-11
Auction,calculator,Cameras,Kodak PIXPRO,Neat Kodak Pixpro Purple Camera,36.99,2020-08-11
Auction,calculator,Cameras,Kodak PIXPRO,KODAK PIXPRO AZ252 zoom 16mp point & shoot digital black CAMERA,87.0,2020-08-14
Auction,calculator,Cameras,Kodak PIXPRO,Open Box Kodak Pixpro AZ401 16MP Digital Camera -JT1369,118.0,2020-08-17
Auction,calculator,Cameras,Kodak PIXPRO,"Brand New Kodak PIXPRO FZ53 Compact Camera 16mp, 5X Optical Zoom - Blue open box",50.8,2020-08-21
Auction,calculator,Cameras,Kodak PIXPRO,Kodak PIXPRO AZ521 16.4MP Digital Camera - Black,70.0,2020-08-24
Auction,calculator,Cameras,Kodak PIXPRO,Midnight blue Kodak pixpro AZ528 Used once Astro Zoom,22.5,2020-08-25
Auction,calculator,Cameras,Kodak PIXPRO,Kodak PIXPRO FZ152,14.0,2020-08-27
Auction,calculator,Cameras,Kodak PIXPRO,Kodak PIXPRO AZ521 16.4MP Digital Camera - Black,59.0,2020-08-27
Auction,calculator,Cameras,Kodak PIXPRO,"KODAK PIXPRO FZ53 Friendly Zoom Digital Point  Shoot Camera, Black #FZ53-BK",35.61,2020-08-29
Auction,calculator,Cameras,Kodak PIXPRO,KODAK PIXPRO AZ401 Digital Camera ONLY,64.0,2020-08-30
Auction,calculator,Cameras,Kodak PIXPRO,"Kodak PIXPRO AZ252 Digital Camera | Black | AZ252-BK (Pre-owned, No box)",44.99,2020-08-31
Auction,calculator,Cameras,Kodak PIXPRO,Open Box Kodak Pixpro AZ401 Digital Camera 16MP 24mm -SB1120,93.0,2020-08-31
Auction,calculator,Cameras,Kodak PIXPRO,Kodak PixPro AZ401 16MP - CL2238,35.0,2020-09-05
Auction,calculator,Cameras,Kodak PIXPRO,Kodak Pixpro AZ401,52.0,2020-09-07
Auction,calculator,Cameras,Kodak PIXPRO,Kodak PIXPRO AZ521 16.4MP Digital Camera - Black,61.0,2020-09-07
Auction,calculator,Cameras,Kodak PIXPRO,Kodak PIXPRO FZ152 CCD Compact Digital Camera - Black,40.0,2020-09-09
Auction,calculator,Cameras,Kodak PIXPRO,Kodak Pixpro Az528,80.0,2020-09-10
